Grade	ID	BusinessName	count_3	count_2	count_1	LICSTATUS	EXPDTTM	LICENSENO	Address	City	State	ZIP
B	2407	Potluck Cafe	4	0	39	Active	12/31/2015 23:59	26197	7   Knapp ST	Boston	MA	2111
A	2408	Precinct Kitchen & Bar	0	0	2	Active	12/31/2015 23:59	116112	350   Stuart ST	Boston	MA	2116
A	2409	Premium Market	1	0	1	Active	12/31/2015 23:59	32048	100   Legends WA	Boston	MA	2114
C	2410	Presto Pizza	1	2	7	Inactive	12/31/2012 23:59	18070	1936   Beacon ST	Brighton	MA	2135
A	2411	Prieto El Rey De Las Empanadas	0	0	5	Active		130036	196   Humboldt AV	Dorchester	MA	2121
A	2412	Prima e Dopo	0	0	8	Active	12/31/2015 23:59	76253	300   Saratoga ST	East Boston	MA	2128
B	2413	Primavera Restaurant	2	0	17	Active	12/31/2014 23:59	31841	289   Walk Hill ST	Roslindale	MA	2131
F	2414	Prime Shoppe	25	4	57	Active	12/31/2015 23:59	28544	104-112   Faneuil Hall Mkt	Boston	Ma	2109
B	2415	Prime Time Pizza and Subs	2	0	12	Inactive	12/31/2013 23:59	83683	146   Belgrade AV	Roslindale	MA	2131
D	2416	Primo Brothers Pizza	7	2	32	Inactive	12/31/2012 23:59	37208	162   South ST	Jamaica Plain	MA	2130
A	2417	Project Place Gatehouse	0	0	1	Active	12/31/2014 23:59	24897	1143   Washington ST	Roxbury	MA	2118
D	2418	Pueblo Viejo Mexican Grill	9	2	23	Inactive	12/31/2014 23:59	32008	170   Marion ST	East Boston	MA	2128
A	2419	Pueblo Viejo Pupuseria & Mexican Grill	0	0	7	Active	12/31/2015 23:59	126336	170   Marion ST	East Boston	MA	2128
A	2420	Pulcinella Mozzarella Bar and Restaurant	0	0	3	Inactive	12/31/2014 23:59	76534	78   Salem ST	Boston	MA	2113
D	2421	PunJab Palace	7	1	15	Active	12/31/2015 23:59	24696	109   Brighton AV	Allston	MA	2134
B	2422	Punter's Pub	1	1	20	Active	12/31/2015 23:59	18659	444   HUNTINGTON  AV	BOSTON	MA	2115
F	2423	Puritan Restaurant	25	9	113	Active	12/31/2015 23:59	86930	735   William T Morrissey BL	Dorchester	MA	2122
C	2424	Purple Shamrock	1	2	32	Inactive	12/31/2012 23:59	18491	1  Union St	Boston	MA	2109
A	2425	QDOBA MEXICAN GRILL	0	0	5	Inactive	12/31/2010 0:00	24884	245   SUMMER ST	BOSTON	MA	2110
B	2426	QUATTRO RISTORANTE  GRILL & PIZZERIA	4	0	13	Active	12/31/2014 23:59	20550	264   Hanover ST	Boston	MA	2113
A	2427	QUINN BLDG./UMASS BOSTON	1	0	3	Active	12/31/2015 23:59	20289	100   WM T MORRISSEY  BL	DORCHESTER	MA	2125
C	2428	QUOTES @ M.BAKER EDDY	1	2	21	Inactive	12/31/2011 23:59	24368	200   Massachusetts AV	Boston	MA	2115
A	2429	Qdoba Mexican Grill	1	0	6	Inactive	12/31/2013 23:59	75512	245   Summer ST	Boston	MA	2210
B	2430	Qdoba Mexican Grill	0	1	14	Inactive	12/31/2010 0:00	23307	393   Huntington AV	Boston	MA	2115
C	2431	Qdoba Mexican Grill	1	2	3	Active	12/31/2015 23:59	75511	540   Commonwealth AV	Boston	MA	2215
B	2432	Qdoba Mexican Grill	3	0	1	Inactive	12/31/2010 0:00	23266	62   SUMMER	BOSTON	MA	2110
B	2433	Qdoba Mexican Grill	2	0	0	Inactive	12/31/2013 23:59	75510	62   Summer ST	Boston	MA	2110
B	2434	Qdoba Mexican Grill	0	1	2	Inactive	12/31/2010 23:59	23137	800   BOYLSTON ST	BOSTON	MA	2199
A	2435	Qdoba Mexican Grill	0	0	3	Inactive	12/31/2013 23:59	75517	961   Commonwealth AV	Boston	MA	2215
D	2436	Qdoba Mexican Grill No. 2179	0	4	21	Active	12/31/2015 23:59	75516	800   BOYLSTON ST	BOSTON	MA	2199
D	2437	Qdoba Mexican Grill No. 2207	2	7	17	Active	12/31/2015 23:59	75515	393   Huntington AV	Boston	MA	2115
D	2438	Qdoba Mexican Grill No. 2592	6	0	15	Active	12/31/2015 23:59	32975	101   Causeway ST	Boston	MA	2114
A	2439	Qdoba Mexican Restaurant	0	0	2	Inactive	12/31/2013 23:59	79294	245   Washington ST	Boston	MA	2108
C	2440	Quality Mart	2	2	4	Active	12/31/2015 23:59	78588	491   Beacon ST	Boston	MA	2215
B	2441	Que  Padre	1	1	15	Active	12/31/2014 23:59	79073	382   Chelsea ST	East Boston	MA	2128
B	2442	Queen Bee Cafe & Grill	2	0	5	Inactive	12/31/2014 23:59	96430	491   Blue Hill AV	Dorchester	MA	2121
B	2443	Quencher Tavern	1	1	2	Inactive	12/31/2013 23:59	25670	170A   I ST	South Boston	MA	2127
F	2444	Quic Pic BBQ	17	2	58	Active	12/31/2015 23:59	128996	50   Beach ST	Boston	MA	2111
D	2445	Quincy's Place	8	4	52	Active	12/31/2015 23:59	26249	100-199   Faneuil Hall Market PL	Boston	MA	2109
B	2446	Quiznos Sub	3	0	6	Inactive	12/31/2010 0:00	26558	263    Huntington AV	BOSTON	MA	2115
A	2447	Quiznos Sub	0	0	1	Inactive	12/31/2010 0:00	23751	401   PARK DR	BOSTON	MA	2215
B	2448	Quiznos Sub	2	0	8	Inactive	12/31/2011 23:59	24043	510   Washington ST	Boston	MA	2111
D	2449	Quiznos Sub	9	1	17	Inactive	12/31/2012 23:59	29374	74   Summer ST	Boston	MA	2110
A	2450	Quiznos Subs	0	0	9	Inactive	12/31/2011 23:59	68355	55   Causeway ST	Boston	MA	2114
A	2451	R & S JAMAICAN RESTAURANT	1	0	16	Inactive	12/31/2013 23:59	24592	770   BLUE HILL  AV	DORCHESTER	MA	2125
F	2452	RABIA'S RESTAURANT	14	5	41	Active	12/31/2015 23:59	19867	73   Salem ST	Boston	MA	2113
F	2453	RADIUS RESTAURANT	11	2	32	Inactive	12/31/2013 23:59	20979	8  High St	Boston	MA	2110
B	2454	RAMADA INN	2	1	14	Active	12/31/2015 23:59	22168	800   WM T MORRISSEY  BL	DORCHESTER	MA	2122
B	2455	RATTLESNAKE BAR AND GRILL	2	0	16	Active	12/31/2015 23:59	19771	382   BOYLSTON	BOSTON	MA	2116
F	2456	RAW BAR-WALRUS & CARPENTER	11	4	28	Active	12/31/2015 23:59	25608	200   Faneuil Hall Market PL	Boston	MA	2109
D	2457	RED GARDEN INC.	7	0	20	Inactive	12/31/2013 23:59	24283	1592   BLUE HILL  AV	MATTAPAN	MA	2126
B	2458	RED SKY RESTAURANT	3	1	6	Inactive	12/31/2012 23:59	24585	16   North ST	Boston	MA	2109
F	2459	REDNECKS ROAST BEEF/CAFE MITI	12	2	41	Active	12/31/2015 23:59	24138	140   Brighton AV	Allston	MA	2134
B	2460	RENDEZ-VOUS RESTAURANT	3	0	6	Inactive	12/31/2010 0:00	24091	473   River ST	Mattapan	MA	2126
B	2461	RESIDENCE INN BY MARRIOTT BOS	0	1	4	Active	12/31/2015 23:59	22640	34   CHARLES RIVER  AV	CHARLESTOWN	MA	2128
F	2462	RESTAURANT CLIO	14	5	50	Active	12/31/2015 23:59	20558	370   Commonwealth AV	Boston	MA	2215
F	2463	RESTAURANT MONTECRISTO	13	5	58	Active	12/31/2015 23:59	23424	35   WM C KELLY SQ	EAST BOSTON	MA	2128
F	2464	RESTICERIA CANCUN	12	7	49	Inactive	12/31/2012 23:59	20708	37   Maverick SQ	East Boston	MA	2127
B	2465	RF ROOF	2	1	13	Active	12/31/2014 23:59	23112	4   Yawkey WY	Boston	MA	2115
A	2466	RFV	1	0	7	Active	12/31/2014 23:59	67685	4   Yawkey WY	Boston	MA	2115
A	2467	RHYTHM 'N WRAPS	0	0	4	Active	12/31/2015 23:59	90514				
B	2468	RICCARDO'S RISTORANTE	4	1	28	Active	12/31/2014 23:59	19888	175   North ST	Boston	MA	2113
A	2469	RIDDICK'S HOUSE OF PIZZA	1	0	14	Active	12/31/2015 23:59	24645	400   Neponset AV	Dorchester	MA	2122
C	2470	RINCON LIMENO	4	1	45	Active	12/31/2015 23:59	21373	409   Chelsea ST	East Boston	MA	2128
B	2471	RINO'S PIZZA	1	1	38	Active	12/31/2015 23:59	24109	730   Blue Hill AV	Dorchester	MA	2121
C	2472	RINO'S PLACE	3	2	42	Active	12/31/2015 23:59	18870	256   SARATOGA	EAST BOSTON	MA	2128
C	2473	RISTORANTE EUNO	4	3	35	Active	12/31/2015 23:59	20538	119   Salem ST	Boston	MA	2113
C	2474	RISTORANTE FIORE	1	2	19	Active	12/31/2015 23:59	21620	250   HANOVER	BOSTON	MA	2113
D	2475	RISTORANTE LUCIA	5	6	40	Active	12/31/2015 23:59	24179	415   Hanover ST	Boston	MA	2113
