Grade	ID	BusinessName	count_3	count_2	count_1	LICSTATUS	EXPDTTM	LICENSENO	Address	City	State	ZIP
A	515	Burger King	0	0	3	Active	12/31/2015 23:59	86902	210   Brighton AV	Allston	MA	2134
C	516	Burger King	3	3	51	Active	12/31/2015 23:59	86896	280 W Broadway	South Boston	MA	2127
A	517	Burger King	0	0	4	Inactive	12/31/2012 23:59	26723	4594   Washington ST	Roslindale	MA	2131
A	518	Burger King	0	0	6	Active	12/31/2015 23:59	78074	500   Terminal RD	East Boston	MA	2128
D	519	Burger King	3	6	28	Active	12/31/2014 23:59	19819	553   Boylston ST	Boston	MA	2116
B	520	Burger King	2	1	10	Active	12/31/2015 23:59	18391	885   CUMMINS  HW	MATTAPAN	MA	2126
C	521	Burger King	0	2	35	Active	12/31/2015 23:59	19935	944   Bennington ST	East Boston	MA	2128
A	522	Burger King (Main Food Court) T-C	0	0	4	Inactive	12/31/2010 23:59	28599	300   LOGAN AIRPORT TRMNL C	EAST BOSTON	MA	2128
A	523	Burger King No.  16370	1	0	8	Active	12/31/2015 23:59	73589	300   Terminal RD	East Boston/	MA	2128
A	524	Burger King No.  3483	1	0	12	Active	12/31/2014 23:59	87044	1610   VFW PW	West Roxbury	MA	2132
D	525	Burger King No.  3531	8	0	1	Active	12/31/2014 23:59	87047	4594   Washington ST	Roslindale	MA	2131
A	526	BurgerFi	1	0	4	Active	12/31/2015 23:59	124104	961   Commonwealth AV	Boston	MA	2215
B	527	Burrito Elito (Trmnl E)	2	1	20	Active	12/31/2015 23:59	77534	500   Terminal RD	East Boston	MA	2128
A	528	Burrito Factory	1	0	6	Active	12/31/2014 23:59	68632	632   Hyde Park AV	Roslindale	MA	2131
C	529	Burrito's Pizzeria	2	1	42	Active	12/31/2015 23:59	30771	224   Columbia RD	Dorchester	MA	2121
D	530	Bus Stop Pub	8	5	25	Active	12/31/2015 23:59	18234	252   Western AV	Allston	MA	2134
F	531	Butterfly Coffee	19	4	75	Active	12/31/2015 23:59	23372	1420   Tremont ST	Roxbury	MA	2120
B	532	C10/B10	1	1	12	Active	12/31/2014 23:59	31650	4   YAWKEY WA	BOSTON	MA	2115
A	533	C11	0	0	7	Active	12/31/2014 23:59	31653	4   YAWKEY WA	BOSTON	MA	2115
B	534	C12/B12	0	1	13	Active	12/31/2014 23:59	31654	4   YAWKEY WA	BOSTON	MA	2115
A	535	C13/B13	0	0	8	Active	12/31/2014 23:59	31655	4   YAWKEY WA	BOSTON	MA	2115
B	536	C15/B15	0	1	8	Active	12/31/2014 23:59	31658	4   YAWKEY WA	BOSTON	MA	2115
B	537	C16/B16	1	1	9	Active	12/31/2014 23:59	26267	4   YAWKEY WA	BOSTON	MA	2115
A	538	C17/B17	0	0	10	Active	12/31/2014 23:59	31659	4   YAWKEY WA	BOSTON	MA	2115
D	539	CABANA GRILL	7	0	50	Active	12/31/2014 23:59	22838	254   Bennington ST	East Boston	MA	2128
A	540	CAESAR'S	0	0	18	Active	12/31/2014 23:59	21840	34   Essex ST	Boston	MA	2111
F	541	CAFE 1010	15	2	106	Active	12/31/2015 23:59	21227	1010   Massachusetts AV	Roxbury	MA	2118
B	542	CAFE @ 1295	2	0	6	Active	12/31/2015 23:59	22748	1295   Boylston ST	Boston	MA	
A	543	CAFE ARPEGGIO	1	0	15	Active	12/31/2015 23:59	20582	398 W Broadway	South Boston	MA	2127
C	544	CAFE AT BARNES AND NOBLE	2	3	21	Active	12/31/2015 23:59	20111	660   Beacon ST	Boston	MA	2215
A	545	CAFE CALYPSO	0	0	2	Inactive	12/31/2010 0:00	24116	419   Washington ST	Boston	MA	2108
D	546	CAFE DES ARTS	4	6	30	Active	12/31/2014 23:59	22245	230   Fenway	Boston	MA	2115
A	547	CAFE ESPLANADE	0	0	11	Active	12/31/2015 23:59	91465	0   David G Mugar WY	Boston	MA	2108
C	548	CAFE ESPLANADE	0	3	10	Inactive	12/31/2013 23:59	22634	3   EMBANKMENT RD	BOSTON	MA	2114
D	549	CAFE JAFFA	9	3	21	Active	12/31/2014 23:59	19434	48   GLOUCESTER	BOSTON	MA	2116
C	550	CAFE MERIDIAN	5	0	27	Inactive	12/31/2012 23:59	22113	271   Meridian ST	East Boston	MA	2128
F	551	CAFE MIRROR	17	0	24	Active	12/31/2015 23:59	23116	362   Washington ST	Brighton	MA	2135
F	552	CAFE PODIMA	19	12	126	Active	12/31/2015 23:59	78079	156   Cambridge ST	Boston	MA	2114
C	553	CAFE PODIMA	5	0	19	Inactive	12/31/2010 0:00	22751	168   CAMBRIDGE	BOSTON	MA	2114
C	554	CAFE POLONIA	5	1	18	Active	12/31/2015 23:59	22381	611   Dorchester AV	South Boston	MA	2127
D	555	CAFE POMPEI	7	2	54	Active	12/31/2015 23:59	22175	280   Hanover ST	Boston	MA	2113
C	556	CAFE PORTO BELLO	4	2	13	Active	12/31/2015 23:59	20251	672   EAST BROADWAY	SOUTH BOSTON	MA	2127
C	557	CAFE QUATTRO	5	0	19	Inactive	12/31/2012 23:59	23825	4   SOMERSET	BOSTON	MA	2108
C	558	CAFENATION	3	3	16	Active	12/31/2015 23:59	22908	378   WASHINGTON	BRIGHTON	MA	2135
B	559	CAFFE BELLAVITA	4	1	40	Active	12/31/2015 23:59	19583	30   Charles ST	Boston	MA	2108
A	560	CAFFE PARADISO	0	0	4	Active	12/31/2015 23:59	19023	253   HANOVER	BOSTON	MA	2113
B	561	CALIFORNIA PIZZA  KITCHEN	1	1	11	Inactive	12/31/2014 23:59	21135	137   Stuart ST	Boston	MA	2116
D	562	CALIFORNIA PIZZA KITCHEN	2	5	31	Active	12/31/2015 23:59	19754	800   Boylston ST	Boston	MA	2199
B	563	CAMINO REAL	2	0	13	Active	12/31/2015 23:59	21193	46   Harvard AV	Allston	MA	2134
B	564	CANESTARO PIZZERIA	2	0	21	Inactive	12/31/2013 23:59	20227	16   Peterborough ST	Boston	MA	2215
B	565	CANTINA @ WESTIN COPLEY	0	1	5	Active	12/31/2015 23:59	23574	10   HUNTINGTON  AV	BOSTON	MA	2116
A	566	CANTINA ITALIANA	0	0	19	Active	12/31/2015 23:59	19123	344   Hanover ST	Boston	MA	2113
F	567	CANTON EATERY	11	7	49	Inactive	12/31/2013 23:59	23139	339   Meridian ST	East Boston	MA	2128
C	568	CANTON EATERY	1	3	11	Active	12/31/2015 23:59	123075	339  Meridian St	East Boston	MA	2128
F	569	CANTON HOUSE	36	10	99	Active	12/31/2015 23:59	23526	6  Hancock St	Dorchester	MA	2125
A	570	CAPITAL GRILLE	1	0	11	Inactive	12/31/2011 23:59	19308	361   Newbury ST	Boston	MA	2116
A	571	CAPITAL GRILLE	0	0	11	Active	12/31/2015 23:59	74599	880   Boylston ST	Boston	MA	2116
B	572	CAPITOL COFFEE HOUSE	2	1	26	Active	12/31/2015 23:59	18939	122   Bowdoin ST	Boston	MA	2108
C	573	CAPPY'S PIZZA	5	0	53	Active	12/31/2015 23:59	22112	304   CENTRE	JAMAICA PLAIN	MA	2130
A	574	CAPPY'S PIZZA	0	0	15	Active	12/31/2014 23:59	22165	672   TRUMAN  PK	HYDE PARK	MA	2136
D	575	CAPPY'S PIZZA & SUBS	6	2	35	Active	12/31/2015 23:59	23059	82   WESTLAND  AV	BOSTON	MA	2115
D	576	CAPPY'S SUB NO. 2	7	4	38	Inactive	12/31/2014 23:59	25874	309A    Huntington AV	BOSTON	MA	2115
A	577	CAPTAIN MARDEN'S SEAFOODS	1	0	3	Active	12/31/2015 23:59	78489	1   Citywide ST	Boston	MA	2128
D	578	CAPTAIN NEMO'S	9	3	27	Active	12/31/2015 23:59	21039	367   Centre ST	Jamaica Plain	MA	2130
B	579	CARLOS CUCINA ITALIANA	2	1	12	Active	12/31/2015 23:59	20273	131   BRIGHTON  AV	ALLSTON	MA	2134
D	580	CARMEN	8	3	38	Active	12/31/2015 23:59	22077	33   NORTH SQ	BOSTON	MA	2113
C	581	CARNEY HOSPITAL	3	2	30	Inactive	12/31/2011 12:30	18428	2100   DORCHESTER  AV	DORCHESTER	MA	2124
C	582	CARNEY HOSPITAL	0	3	43	Active	12/31/2015 23:59	74470	2100   Dorchester AV	Dorchester	MA	2124
D	583	CAROL ANN BAKE SHOP	6	3	56	Active	12/31/2015 23:59	25484	200   Faneuil Hall Market PL	Boston	MA	2109
A	584	CARTER FULLER MENTAL HOSPITAL	1	0	14	Active	12/31/2015 23:59	22207	85 E Newton ST	Roxbury	MA	2118
C	585	CARVER DEN	2	2	5	Active	12/31/2015 23:59	23472	80   TALBOT  AV	DORCHESTER	MA	2124
C	586	CASA ROMERO	2	2	11	Active	12/31/2015 23:59	25332	30   Gloucester ST	Boston	MA	2115
C	587	CAUSEWAY CAFE	4	2	25	Active	12/31/2015 23:59	22613	239   Causeway ST	Boston	MA	2114
D	588	CAVAN CAFE	6	2	22	Active	12/31/2015 23:59	21997	1406   Hyde Park AV	Hyde Park	MA	2136
D	589	CENTERFOLDS	3	5	24	Active	12/31/2015 23:59	21764	12   LAGRANGE	BOSTON	MA	2111
C	590	CENTRE STREET CAFE	5	2	20	Active	12/31/2014 23:59	25390	663   Centre ST	Jamaica Plain	MA	2130
D	591	CHACHO'S PIZZA	6	3	35	Active	12/31/2015 23:59	22006	1502   Tremont ST	Mission Hill	MA	2120
B	592	CHANG'S HOUSE	1	1	11	Active	12/31/2015 23:59	126083	1581   Commonwealth AV	Brighton	MA	2134
F	593	CHANG'S HOUSE CHINESE REST.	10	4	33	Inactive	12/31/2014 23:59	22704	1581   Commonwealth AV	Brighton	MA	2135
A	594	CHANNEL CAFE	0	0	1	Inactive	12/31/2013 23:59	79939	300   Summer ST	Boston	MA	2210
A	595	CHARLESMARK HOTEL	0	0	1	Active	12/31/2015 23:59	24092	655   Boylston ST	Boston	MA	2116
D	596	CHARLEY'S EATING & DRINKING SALOON	8	3	25	Inactive	12/31/2012 23:59	75238	284   Newbury ST	Boston	MA	2115
C	597	CHARLIE CHAN'S RESTAURANT	4	2	21	Inactive	12/31/2013 23:59	19687	658   Centre ST	Jamaica Plain	MA	2130
F	598	CHARLIE'S HOUSE OF PIZZA	10	1	37	Active	12/31/2015 23:59	19676	1740   DORCHESTER  AV	DORCHESTER	MA	2124
D	599	CHARLIE'S SANDWICH SHOPPE	3	5	24	Active	12/31/2014 23:59	18342	429   Columbus AV	Boston	MA	2116
F	600	CHART HOUSE	19	4	202	Active	12/31/2015 23:59	22388	60  Long Wh	Boston	MA	2110
A	601	CHARTWELLS @ SNELL LIBRARY	1	0	2	Active	12/31/2015 23:59	21845	376  Huntington Av	Boston	MA	2115
F	602	CHAU CHOW	14	11	76	Active	12/31/2015 23:59	24526	699   WM T MORRISSEY  BL	DORCHESTER	MA	2122
D	603	CHECKMATE CAFE	9	5	25	Active	12/31/2015 23:59	22857	900   SOUTH	ROSLINDALE	MA	2131
A	604	CHEF T J'S GRILLE	0	0	7	Inactive	12/31/2013 23:59	80016	1   Citywide ST	Boston	MA	2128
D	605	CHEQUERS	6	1	53	Active	12/31/2015 23:59	20811	72 E Concord ST	Roxbury	MA	2118
B	606	CHEQUERS EXPRESS	3	0	23	Active	12/31/2015 23:59	20814	100 E Newton ST	Boston	MA	2118
B	607	CHEZ-VOUS SKATING RINK	4	0	16	Active	12/31/2014 23:59	20055	11   Rhoades ST	Dorchester	MA	2124
D	608	CHICKEN LOU'S	4	4	46	Active	12/31/2015 23:59	19797	50   Forsyth ST	Boston	MA	2115
D	609	CHILDRENS HOSPITAL MAIN CAF	7	2	20	Active	12/31/2015 23:59	18886	300   LONGWOOD  AV	BOSTON	MA	2115
F	610	CHILLI DUCK	20	8	65	Inactive	12/31/2014 23:59	22262	829   Boylston ST	Boston	MA	2116
F	611	CHINA GOURMET RESTAURANT	12	9	58	Active	12/31/2015 23:59	22160	23  Tyler St	Boston	MA	2111
D	612	CHINA HOUSE	8	2	40	Active	12/31/2015 23:59	21123	331   Hanover ST	Boston	MA	2113
D	613	CHINA MAXIM III	7	2	24	Active	12/31/2015 23:59	20389	241   Market ST	Brighton	MA	2134
D	614	CHINA SEA RESTAURANT	5	5	33	Active	12/31/2015 23:59	18077	1202   BLUE HILL  AV	MATTAPAN	MA	2126
D	615	CHINATOWN EXPRESS INC.	7	4	47	Active	12/31/2015 23:59	18711	79   River ST	Mattapan	MA	2126
F	616	CHINESE DRAGON	12	2	50	Active	12/31/2015 23:59	22804	380   Chelsea ST	East Boston	MA	2128
A	617	CHON'S COFFEE SHOP	0	0	2	Inactive	12/31/2012 23:59	22541	99   Chauncy ST	Boston	MA	2111
F	618	CHOW THAI CAFE	12	2	54	Active	12/31/2015 23:59	20449	185   MAIN	CHARLESTOWN	MA	2129
F	619	CHRISTOS PIZZA	13	8	75	Active	12/31/2015 23:59	20604	1761   Centre ST	West Roxbury	MA	2132
B	620	CHRISTY'S PLACE	3	0	5	Inactive	12/31/2011 23:59	22844	283   Main ST	Charlestown	MA	2129
A	621	CHUCK & ANN'S	0	0	1	Inactive	12/31/2013 23:59	18404	284   DORCHESTER  AV	SOUTH BOSTON	MA	2127
F	622	CHUNG WAH	37	11	91	Active	12/31/2015 23:59	22022	199   Bowdoin ST	Dorchester	MA	2122
C	623	CLARKE'S	2	3	51	Active	12/31/2015 23:59	18796	21   Merchants RO	Boston	MA	2109
C	624	CLERY'S	4	3	62	Active	12/31/2015 23:59	20702	331   Columbus AV	Boston	MA	2116
A	625	CO1/BO1	0	0	8	Active	12/31/2014 23:59	26266	4   Yawkey WY	Boston	MA	2115
A	626	CO3/BO3/YO3	0	0	9	Active	12/31/2014 23:59	31643	4   YAWKEY	BOSTON	MA	2115
A	627	CO5/BO5/YO5	0	0	3	Active	12/31/2014 23:59	31644	4   YAWKEY	BOSTON	MA	2115
B	628	CO6/BO6	0	1	12	Active	12/31/2014 23:59	31646	4   YAWKEY WA	BOSTON	MA	2115
C	629	CO7	1	2	11	Active	12/31/2014 23:59	31647	4   YAWKEY WA	BOSTON	MA	2115
A	630	CO9/YO9	0	0	3	Inactive	12/31/2010 0:00	31649	4   YAWKEY WA	BOSTON	MA	2115
B	631	COCO'S	4	1	11	Active	12/31/2015 23:59	78227	3171   Washington ST	Jamaica Plain	MA	2130
C	632	CODE 10	5	0	24	Inactive	12/31/2013 23:59	24284	1638   WASHINGTON	BOSTON	MA	2118
A	633	COFFEE SHOP	1	0	5	Active	12/31/2015 23:59	18489	11   Elkins ST	South Boston	MA	2127
D	634	COLLEGE PIZZA	6	1	18	Active	12/31/2015 23:59	93571	50   Queensberry ST	Boston	MA	2215
B	635	COLOR	2	0	4	Inactive	12/31/2012 23:59	21910	166   Harvard AV	Allston	MA	2134
D	636	COLUMBUS CAFE & BAR	4	4	26	Inactive	12/31/2012 23:59	24064	535   Columbus AV	Roxbury	MA	2118
C	637	COMFORT INN BOSTON	1	3	27	Active	12/31/2015 23:59	23496	900   WM T MORRISSEY  BL	DORCHESTER	MA	2122
D	638	COMMON GROUND	6	3	17	Active	12/31/2015 23:59	77319	83   Harvard AV	Allston	MA	2134
B	639	COMMON GROUND CAFE	3	1	17	Inactive	12/31/2011 23:59	19917	2243   Dorchester AV	Dorchester	MA	2124
A	640	CONF. CTR. SCHOOL OF MGMENT	0	0	7	Active	12/31/2015 23:59	20446	595   COMMONWEALTH  AV	BOSTON	MA	2215
D	641	CONOR LARKINS GRILL & TAP	7	5	55	Active	12/31/2015 23:59	22156	329   HUNTINGTON  AV	BOSTON	MA	2115
A	642	CONTRADA'S COFFEE SHOP	0	0	2	Inactive	12/31/2010 0:00	23652	396   Hanover ST	Boston	MA	2113
F	643	COOGAN'S BLUFF	11	9	44	Active	12/31/2015 23:59	20700	171   Milk ST	Boston	MA	2109
F	644	COOKIN CAFE & GRILLE	13	6	60	Active	12/31/2014 23:59	22394	1096   COMMONWEALTH  AV	BOSTON	MA	2215
D	645	COPLEY PLAZA HOTEL	8	6	77	Active	12/31/2015 23:59	18878	138   ST JAMES  AV	BOSTON	MA	2116
D	646	CORNERSTONE	7	1	31	Active	12/31/2014 23:59	19730	16 W Broadway	South Boston	MA	2127
A	647	CORNWALL'S RESTAURANT	0	0	6	Active	12/31/2015 23:59	26002	654  Beacon St	Boston	MA	2215
C	648	CORP. CHEFS/U. MASS. MED. SCHOOL	4	1	67	Active	12/31/2015 23:59	21453	305   South ST	Jamaica Plain	MA	2130
C	649	CORPORATE CAFE  INC.	3	3	35	Inactive	12/31/2013 23:59	21301	500   Rutherford AV	Charlestown	MA	2129
B	650	CORPORATE CHEFS	4	0	8	Active	12/31/2015 23:59	24936	2   GUEST ST	BRIGHTON	MA	2135
C	651	CORREIA INC.	4	2	12	Active	12/31/2015 23:59	20442	257   Norfolk AV	Roxbury	MA	2119
C	652	CORRIB PUB	4	3	14	Active	12/31/2015 23:59	18979	396   Market ST	Brighton	MA	2135
B	653	CORRIB PUB AND RESTAURANT	3	0	20	Active	12/31/2015 23:59	20143	2030   Centre ST	West Roxbury	MA	2132
D	654	COSI	1	4	19	Inactive	12/31/2013 23:59	24880	245   SUMMER ST	BOSTON	MA	2110
A	655	COTTAGE TAVERN	1	0	5	Active	12/31/2014 23:59	18989	1227   HYDE PARK  AV	HYDE PARK	MA	2136
B	656	COUNTER POINT CAFE	2	0	7	Inactive	12/31/2014 23:59	20401	24   Fenway	Boston	MA	2215
C	657	COURTYARD CAFE	3	2	23	Active	12/31/2015 23:59	23923	200   LONGWOOD AV	BOSTON	MA	2115
B	658	COURTYARD CAFE	2	0	5	Active	12/31/2015 23:59	24597	275   Tremont ST	Boston	MA	2116
B	659	COURTYARD MARRIOTT COPLEY	3	1	9	Active	12/31/2015 23:59	23142	88   Exeter ST	Boston	MA	2116
C	660	CRANBERRY CAFE INC.	3	2	9	Active	12/31/2014 23:59	20241	704 E Broadway	South Boston	MA	2127
D	661	CRAZY DOUGH'S PIZZA COMPANY	4	4	51	Active	12/31/2015 23:59	21157	1124   Boylston ST	Boston	MA	2215
D	662	CRISPY CREPES CAFE	3	4	20	Active	12/31/2015 23:59	25257	512   PARK DR	BOSTON	MA	2215
C	663	CROKE PARK	3	2	32	Active	12/31/2015 23:59	19674	268 W Broadway	South Boston	MA	2127
C	664	CUPPACOFFEE	5	1	8	Active	12/31/2015 23:59	77111	1  Merrimac St	Boston	MA	2114
D	665	Cactus Club	8	8	54	Inactive	12/31/2014 23:59	18129	939   Boylston ST	Boston	MA	2115
F	666	Cactus Grill	15	3	53	Active	12/31/2015 23:59	27578	42   Maverick SQ	East Boston	MA	2128
D	667	Cafe 1221	8	5	28	Active	12/31/2015 23:59	78419	1221   Dorchester AV	Dorchester	MA	2125
A	668	Cafe 24	0	0	1	Active	12/31/2015 23:59	130888	24   Fenway	Boston	MA	2215
C	669	Cafe 47	3	2	7	Inactive	12/31/2012 23:59	31971	47   Massachusetts AV	Boston	MA	2115
F	670	Cafe 472	10	4	27	Active	12/31/2015 23:59	75652	472   Commonwealth AV	Boston	MA	2215
A	671	Cafe 57 & Grill	0	0	3	Inactive	12/31/2010 0:00	32608	1   Henshaw ST	Brighton	Ma	2135
B	672	Cafe 939	4	0	11	Active	12/31/2015 23:59	28250	939   Boylston ST	Boston	MA	2115
D	673	Cafe @Mohr & McPherson	7	1	25	Active	12/31/2015 23:59	33814	458   Harrison AV	Roxbury	MA	2118
F	674	Cafe Beirut	14	1	40	Active	12/31/2014 23:59	78472	650   Centre ST	Jamaica Plain	MA	2130
A	675	Cafe Belo	1	0	6	Inactive	12/31/2011 23:59	31929	177   BRIGHTON  AV	ALLSTON	MA	2134
A	676	Cafe Brazil	0	0	3	Inactive	12/31/2013 23:59	18241	417   CAMBRIDGE	BOSTON	MA	2134
F	677	Cafe De Boston	14	0	11	Active	12/31/2015 23:59	68702	75   Federal ST	BOSTON	MA	2110
C	678	Cafe De Lulu	5	3	46	Active	12/31/2014 23:59	33276	40   Harrison AV	Boston	MA	2111
F	679	Cafe Dino	14	1	26	Inactive	12/31/2014 23:59	87061	2   Oliver ST	Boston	MA	2109
C	680	Cafe GiGu	3	3	6	Active	12/31/2015 23:59	34513	102    Meridian ST	EAST BOSTON	MA	2128
C	681	Cafe Hemsin	5	0	7	Active	12/31/2014 23:59	81326	10   City Hall AV	Boston	MA	2108
C	682	Cafe Inaka	4	2	9	Active	12/31/2014 23:59	80602	72   Brighton AV	Allston	MA	2134
A	683	Cafe Le Anna's	0	0	11	Inactive	12/31/2010 0:00	31322	745   Atlantic AV	Boston	MA	2111
A	684	Cafe Madeleine	0	0	5	Active	12/31/2015 23:59	125664	517   Columbus AV	Roxbury	MA	2118
C	685	Cafe Mamtaz	4	2	22	Active	12/31/2015 23:59	34590	87   L STREET ST	SOUTH BOSTON	MA	2127
D	686	Cafe Marliave	8	0	40	Active	12/31/2015 23:59	29315	10   Bosworth ST	Boston	MA	2108
D	687	Cafe Orient Heights	9	4	30	Active	12/31/2015 23:59	31510	1000   Bennington ST	East Boston	MA	2128
A	688	Cafe Province	0	0	3	Inactive	12/31/2013 23:59	86530	26   Province ST	Boston	MA	2108
C	689	Cafe Rialto	5	0	7	Inactive	12/31/2012 23:59	67779	4197   Washington ST	Roslindale	MA	2131
B	690	Cafe Rustico	2	1	11	Active	12/31/2015 23:59	77571	85   Canal ST	Boston	MA	2114
F	691	Cafeteria Boston	17	5	44	Active	12/31/2015 23:59	28689	279   Newbury ST	Boston	MA	2116
A	692	Cafeteria Y Pizzaria Mi Columbia	1	0	5	Active	12/31/2015 23:59	124996	50   Maverick SQ	East Boston	MA	2128
F	693	Cafeteria y Pupuseria Karen	21	5	36	Inactive	12/31/2013 23:59	25653	313   Meridian ST	East Boston	MA	2128
B	694	Caffe Aromi	2	0	9	Active	12/31/2015 23:59	76100	403   Centre ST	Jamaica Plain	MA	2130
C	695	Caffe Dello Sport	2	2	38	Active	12/31/2015 23:59	18576	308   HANOVER	BOSTON	MA	2113
C	696	Caffe Graffiti	5	2	11	Inactive	12/31/2011 23:59	33474	64  Cross St	Boston	MA	2113
C	697	Caffe Lil Italy	4	3	28	Active	12/31/2015 23:59	74781	178   Salem ST	Boston	MA	2113
B	698	Caffe Strega	2	1	5	Active	12/31/2015 23:59	128585	175   Huntington AV	Boston	MA	2115
B	699	Caffe Vittoria	4	0	19	Active	12/31/2015 23:59	18572	290   Hanover ST	Boston	MA	2113
A	700	Caffe di Marina	0	0	3	Active	12/31/2015 23:59	78371	1   Marina Park DR	Boston	MA	2210
B	701	Cajun Cajun	1	1	20	Active	12/31/2015 23:59	20213	640   Atlantic AV	Boston	MA	2110
A	702	Cambridge  1.	0	0	3	Inactive	12/31/2011 23:59	27180	144   Brookline AV	Boston	MA	2115
B	703	Camp Harborview	4	1	9	Active	12/31/2014 23:59	27084	Long Island	East Boston	Ma	2128
D	704	Campus Trolley	6	0	15	Active	12/31/2015 23:59	19028	665   COMMONWEALTH  AV	BOSTON	MA	2215
D	705	Canary Square	4	7	44	Active	12/31/2015 23:59	68719	435 S Huntington AV	Jamaica Plain	MA	2130
C	706	Canton House Restaurant	5	3	34	Active	12/31/2014 23:59	21160	1728   DORCHESTER  AV	DORCHESTER	MA	2124
D	707	Cape Verdeon Food  Terra Terra	6	1	9	Inactive	12/31/2014 23:59	79033	77   Hancock ST	Dorchester	MA	2125
A	708	Cape Verdeon Food Terraterra	0	0	1	Active	12/31/2014 23:59	129210	79  Hancock St	Dorchester	MA	2125
A	709	Caribbean Rythum Restaurant	1	0	20	Inactive	12/31/2014 23:59	75385	481   Washington ST	Dorchester/	MA	2124
D	710	Caribe Restaurant	4	11	38	Inactive	12/31/2011 23:59	22258	14   Hancock ST	Dorchester	MA	2125
F	711	Caribe Restaurant	21	6	55	Active	12/31/2014 23:59	23857	559   Washington ST	Dorchester	MA	2124
C	712	Carlos Variety	5	0	71	Active	12/31/2014 23:59	18087	567   Bennington ST	East Boston	MA	2128
A	713	Carribean Restaurant	0	0	2	Inactive	12/31/2013 23:59	86502	1100   Blue Hill AV	Dorchester	MA	2124
B	714	Casa Colombia Rest. Ice Cream & Bakery	0	1	34	Active	12/31/2014 23:59	90341	14   William C Kelly SQ	East Boston	MA	2128
C	715	Casa Razbora	5	0	16	Active	12/31/2015 23:59	74564	115   Water ST	Boston	MA	2109
B	716	Casa Real Mexican Food	3	0	5	Active	12/31/2015 23:59	29435	856    Dorchester AV	DORCHESTER	MA	2125
B	717	Cask N Flagon	3	1	28	Active	12/31/2015 23:59	18212	48   BROOKLINE  AV	BOSTON	MA	2215
D	718	Casserole Cafe	9	0	14	Active	12/31/2014 23:59	78284	413   Washington ST	Boston	MA	2108
A	719	Catering	1	0	1	Active	12/31/2014 23:59	22105	4   Yawkey WY	Boston	MA	2115
B	720	Centerplate @ Blue Hills Bank Pavilion	2	1	10	Active	12/31/2015 23:59	21400	290   Northern AV	Boston	MA	2210
A	721	Centerplate @ ORPHEUM THEATRE	0	0	9	Active	12/31/2015 23:59	21649	1   Hamilton PL	Boston	MA	2108
F	722	Central Wharf Co.	19	3	37	Active	12/31/2015 23:59	19691	160   Milk ST	Boston	MA	2109
A	723	Centre Street Sanctuary	0	0	2	Active	12/31/2015 23:59	81278	365   Centre ST	Jamaica Plain	MA	2130
C	724	Chacarero	5	2	15	Active	12/31/2015 23:59	28085	93   Arch ST	Boston	MA	2110
A	725	Chacarero (800 Boylston St.)	0	0	6	Active	12/31/2014 23:59	90329	800   BOYLSTON ST	BOSTON	MA	2199
A	726	Channel Center Cafe	0	0	5	Active	12/31/2015 23:59	90947	1   Iron ST	Boston	MA	2210
A	727	Charley's Philly Steak	1	0	0	Active	12/31/2015 23:59	112554	417   Washington ST	Boston	MA	2108
D	728	Charlie's Pizza & Cafe	7	2	22	Active	12/31/2014 23:59	21744	177   Allston ST	Allston	MA	2134
B	729	Charlies Pizza and Kitchen	3	1	20	Active	12/31/2015 23:59	79501	930   Dorchester AV	Dorchester	MA	2125
D	730	Chateau Kabob	9	3	29	Inactive	12/31/2012 23:59	32082	789A    Adams ST	DORCHESTER	MA	2124
B	731	Chatime	2	0	4	Active	12/31/2015 23:59	116714	27   Harrison AV	Boston	MA	2111
D	732	Chau Chow City	5	4	37	Active	12/31/2015 23:59	20602	73   ESSEX	BOSTON	MA	2111
C	733	"Cheeseboy ""Grilled Cheese To Go"""	5	1	9	Active	12/31/2015 23:59	73921	630   Atlantic AV	Boston	MA	2111
A	734	Cheeseboy: Grilled Cheese To Go	0	0	1	Active	12/31/2015 23:59	86934	280   Washington ST	Boston	MA	2108
A	735	Cheeseboy: Grilled Cheese To Go (Kiosk)	0	0	4	Active	12/31/2015 23:59	75648	800   BOYLSTON ST	BOSTON	MA	2199
B	736	Chef Chang's on Back Bay	0	1	7	Active	12/31/2015 23:59	130007	30   Massachusetts AV	Boston	MA	2115
A	737	Chequers Coffee Express	0	0	2	Active	12/31/2015 23:59	76195	72 E Concord ST	Roxbury	MA	2118
B	738	Chestnut Park at Cleveland Circle	3	0	3	Active	12/31/2015 23:59	75173	50   Sutherland RD	Brighton	MA	2135
B	739	Chez Carline Caribbean Cuisine	3	1	26	Inactive	12/31/2011 23:59	74224	851   Washington ST	Dorchester	MA	2124
A	740	Chez Tata Restaurant	0	0	3	Active	12/31/2014 23:59	130830	830   Blue Hill AV	Dorchester	MA	2124
B	741	Chicken And Rice Guys (2)	3	1	12	Active	12/31/2015 23:59	81293	1   Citywide ST	Boston	MA	2128
C	742	Chicken and Rice Guys	0	2	5	Active	12/31/2015 23:59	78958	1   Citywide ST	Boston	MA	2128
A	743	Chicken and Rice Guys (3)	1	0	5	Active	12/31/2015 23:59	126329	1   Citywide ST	Boston	MA	2128
B	744	Chili Duck	3	1	10	Active	12/31/2015 23:59	129102	829   Boylston ST	Boston	MA	2116
